,Year,State,County,NAME,Total_Pop,Male_Pop,Female_Pop,Age_Median,White_Pop,Black_AA_Pop,AmericanIndian_AlasNative_Pop,Asian_Pop,PacificNative_Pop,OtherRace_Pop,Social_Security,Gini,PerCapita_Income,state,county
779,2014, Texas,Bexar County,"Bexar County, Texas",1855866,913223,942643,33.3,1477194,140585,11412,49732,868,57631,163338,0.4703,24701,48,029
780,2014, Texas,Bowie County,"Bowie County, Texas",93275,46690,46585,38.6,64720,22654,848,534,0,2674,11041,0.4534,20667,48,037
781,2014, Texas,Brazoria County,"Brazoria County, Texas",338124,170022,168102,35.4,258809,44786,686,20887,28,7231,25347,0.4290,32107,48,039
782,2014, Texas,Brazos County,"Brazos County, Texas",209152,106277,102875,25.5,153798,22704,327,11745,0,6235,12828,0.5138,23477,48,041
783,2014, Texas,Cameron County,"Cameron County, Texas",420392,203158,217234,31.3,397731,2343,1262,3074,0,4195,37561,0.4921,14770,48,061
784,2014, Texas,Collin County,"Collin County, Texas",885241,434304,450937,36.2,636677,82209,3316,110625,665,28447,58058,0.4366,40133,48,085
785,2014, Texas,Comal County,"Comal County, Texas",123694,60586,63108,41.8,110627,2743,78,968,135,2379,15963,0.4386,31622,48,091
786,2014, Texas,Coryell County,"Coryell County, Texas",75562,38144,37418,30.6,53553,11640,456,1825,193,5694,5942,0.3794,18311,48,099
787,2014, Texas,Dallas County,"Dallas County, Texas",2518638,1241396,1277242,33.2,1571544,558524,7912,144095,1404,66555,191363,0.5069,27679,48,113
788,2014, Texas,Denton County,"Denton County, Texas",753363,370610,382753,34.5,577638,66872,3149,55311,619,26357,47791,0.4464,35669,48,121
789,2014, Texas,Ector County,"Ector County, Texas",153904,77684,76220,31.0,122662,7199,851,1450,0,5659,11536,0.4569,27364,48,135
790,2014, Texas,Ellis County,"Ellis County, Texas",159317,78046,81271,36.2,125347,13728,3525,774,0,6570,14702,0.3940,25500,48,139
791,2014, Texas,El Paso County,"El Paso County, Texas",833487,409386,424101,31.7,696502,32166,5153,9121,726,16890,72684,0.4606,18224,48,141
792,2014, Texas,Fort Bend County,"Fort Bend County, Texas",685345,336900,348445,35.6,360816,141432,1976,129390,171,14663,43544,0.4318,37249,48,157
793,2014, Texas,Galveston County,"Galveston County, Texas",314198,154833,159365,37.3,243822,41029,799,10791,0,9806,31385,0.4769,30941,48,167
794,2014, Texas,Grayson County,"Grayson County, Texas",123534,60021,63513,40.0,107812,7051,1493,1293,270,3866,15692,0.4269,24838,48,181
795,2014, Texas,Gregg County,"Gregg County, Texas",123204,61146,62058,35.8,92417,25230,684,1804,0,2172,14520,0.4522,24913,48,183
796,2014, Texas,Guadalupe County,"Guadalupe County, Texas",147250,71709,75541,36.5,108020,11375,932,2497,0,3714,14193,0.4045,27082,48,187
797,2014, Texas,Harris County,"Harris County, Texas",4441370,2210122,2231248,33.0,2802876,847404,20502,294735,3118,92634,302229,0.5007,29421,48,201
798,2014, Texas,Harrison County,"Harrison County, Texas",67336,33686,33650,35.8,45729,15660,542,248,0,758,7358,0.4411,22336,48,203
799,2014, Texas,Hays County,"Hays County, Texas",185025,92617,92408,30.7,161581,6573,325,2052,323,5358,14315,0.4706,26255,48,209
800,2014, Texas,Henderson County,"Henderson County, Texas",79290,39287,40003,43.6,70415,5526,190,517,115,1015,12283,0.4682,22329,48,213
801,2014, Texas,Hidalgo County,"Hidalgo County, Texas",831073,405833,425240,29.2,769631,4896,1722,8153,364,6116,58000,0.4894,14422,48,215
802,2014, Texas,Hunt County,"Hunt County, Texas",88493,43801,44692,37.4,69391,8405,832,316,0,1169,11230,0.4446,21542,48,231
803,2014, Texas,Jefferson County,"Jefferson County, Texas",252235,128940,123295,36.0,148039,85219,463,9281,0,3876,30060,0.5013,22944,48,245
804,2014, Texas,Johnson County,"Johnson County, Texas",157456,78175,79281,36.9,141845,3984,987,1678,81,5481,14845,0.4129,24683,48,251
805,2014, Texas,Kaufman County,"Kaufman County, Texas",111236,54092,57144,35.8,92253,10918,740,961,29,2753,9721,0.4049,23942,48,257
806,2014, Texas,Liberty County,"Liberty County, Texas",78117,38449,39668,36.3,63588,6805,109,1364,0,1992,7720,0.4349,19772,48,291
807,2014, Texas,Lubbock County,"Lubbock County, Texas",293974,145162,148812,30.7,227167,22069,2210,5865,28,9294,27718,0.4889,25150,48,303
808,2014, Texas,McLennan County,"McLennan County, Texas",243441,118848,124593,33.0,186676,35255,1325,3131,0,6234,26681,0.4630,21722,48,309
809,2014, Texas,Midland County,"Midland County, Texas",155830,78367,77463,31.9,128798,9765,831,2947,160,3382,10494,0.4553,36112,48,329
810,2014, Texas,Montgomery County,"Montgomery County, Texas",518947,256327,262620,36.4,451577,23313,719,13918,641,11244,46725,0.4652,33753,48,339
811,2014, Texas,Nacogdoches County,"Nacogdoches County, Texas",65301,31631,33670,30.5,49954,12297,280,1148,0,756,7391,0.4441,18845,48,347
812,2014, Texas,Nueces County,"Nueces County, Texas",356221,174894,181327,35.1,317515,14703,1292,6878,131,5473,38798,0.4660,26025,48,355
813,2014, Texas,Orange County,"Orange County, Texas",83433,41198,42235,37.5,72672,7058,176,800,0,2265,11678,0.4624,25610,48,361
814,2014, Texas,Parker County,"Parker County, Texas",123164,61266,61898,41.3,114438,1729,177,447,54,2904,14069,0.4399,31130,48,367
815,2014, Texas,Potter County,"Potter County, Texas",121627,61861,59766,33.5,95884,11069,586,5839,594,4271,11112,0.4766,19688,48,375
816,2014, Texas,Randall County,"Randall County, Texas",128220,63866,64354,35.6,116505,3512,478,1908,0,3929,12632,0.4387,32710,48,381
817,2014, Texas,Rockwall County,"Rockwall County, Texas",87809,43087,44722,38.0,74580,4658,44,2194,0,2788,7265,0.4102,32577,48,397
818,2014, Texas,San Patricio County,"San Patricio County, Texas",66915,34083,32832,35.4,60329,1292,198,716,0,2512,7392,0.4119,25091,48,409
819,2014, Texas,Smith County,"Smith County, Texas",218842,105289,113553,36.3,168792,38957,733,3343,941,2372,26003,0.4701,23320,48,423
820,2014, Texas,Tarrant County,"Tarrant County, Texas",1945360,951812,993548,34.2,1368855,304720,8776,96238,3871,59282,152064,0.4664,28825,48,439
821,2014, Texas,Taylor County,"Taylor County, Texas",135143,66833,68310,32.1,105238,10110,1248,2419,107,3978,13321,0.4582,23989,48,441
822,2014, Texas,Tom Green County,"Tom Green County, Texas",116608,58643,57965,33.7,97279,4324,264,1174,0,2816,12902,0.5429,28589,48,451
823,2014, Texas,Travis County,"Travis County, Texas",1151145,580019,571126,33.4,891959,96683,4392,71971,413,31642,72978,0.4888,34898,48,453
824,2014, Texas,Victoria County,"Victoria County, Texas",91081,44573,46508,35.4,81158,5457,192,1277,0,1745,9548,0.4658,27289,48,469
825,2014, Texas,Walker County,"Walker County, Texas",69789,40543,29246,33.9,,,,,,,5145,0.4772,16768,48,471
826,2014, Texas,Webb County,"Webb County, Texas",266673,129397,137276,28.4,251857,1187,550,1558,0,1549,16874,0.4976,15286,48,479
827,2014, Texas,Wichita County,"Wichita County, Texas",132355,68746,63609,34.6,102561,13682,1679,2738,0,5267,14377,0.4669,22434,48,485
828,2014, Texas,Williamson County,"Williamson County, Texas",489250,241197,248053,35.5,400766,32320,1377,28454,163,13855,36727,0.4052,31728,48,491
830,2015, Alabama,Baldwin County,"Baldwin County, Alabama",203709,100230,103479,42.6,174923,23049,1917,303,0,2134,29074,0.4722,28497,01,003
831,2015, Alabama,Calhoun County,"Calhoun County, Alabama",115620,55821,59799,40.0,86053,22709,176,1229,0,3666,18409,0.4219,21169,01,015
832,2015, Alabama,Cullman County,"Cullman County, Alabama",82005,40271,41734,39.9,80309,475,99,218,0,306,10535,0.4438,19604,01,043
833,2015, Alabama,DeKalb County,"DeKalb County, Alabama",71130,35087,36043,38.3,60748,1274,541,146,2319,1497,9092,0.4639,18963,01,049
834,2015, Alabama,Elmore County,"Elmore County, Alabama",81468,39416,42052,38.4,61760,17971,7,207,0,1357,10511,0.4620,25571,01,051
835,2015, Alabama,Etowah County,"Etowah County, Alabama",103057,49882,53175,41.3,,,,,,,17114,0.4125,21407,01,055
836,2015, Alabama,Houston County,"Houston County, Alabama",104173,49975,54198,40.1,72292,27689,309,880,140,2284,13768,0.4854,24710,01,069
837,2015, Alabama,Jefferson County,"Jefferson County, Alabama",660367,312183,348184,37.3,345005,282511,1260,10861,711,8023,88919,0.4950,28374,01,073
838,2015, Alabama,Lauderdale County,"Lauderdale County, Alabama",92596,44598,47998,42.4,80447,9741,462,492,0,1454,15467,0.4737,25528,01,077
839,2015, Alabama,Lee County,"Lee County, Alabama",156993,76952,80041,31.6,110378,36539,231,5714,0,2655,15400,0.4927,24097,01,081
840,2015, Alabama,Limestone County,"Limestone County, Alabama",91663,45477,46186,39.8,73933,12229,839,1155,0,1950,11084,0.4502,26648,01,083
841,2015, Alabama,Madison County,"Madison County, Alabama",353089,172607,180482,38.5,243431,85184,1755,8967,344,10829,41715,0.4711,32247,01,089
842,2015, Alabama,Marshall County,"Marshall County, Alabama",94725,46639,48086,39.5,88843,2604,213,46,73,2005,12566,0.4820,22598,01,095
843,2015, Alabama,Mobile County,"Mobile County, Alabama",415395,197405,217990,37.5,246791,145156,3371,8444,0,7665,53164,0.4789,23266,01,097
844,2015, Alabama,Montgomery County,"Montgomery County, Alabama",226519,107826,118693,35.7,86467,128205,273,4930,100,4920,29366,0.4938,25493,01,101
845,2015, Alabama,Morgan County,"Morgan County, Alabama",119565,59571,59994,40.1,99867,15507,276,1056,29,2333,15998,0.4573,25517,01,103
846,2015, Alabama,St. Clair County,"St. Clair County, Alabama",87074,42812,44262,40.8,75170,8725,215,827,0,777,12222,0.4079,24417,01,115
847,2015, Alabama,Shelby County,"Shelby County, Alabama",208713,100997,107716,38.2,167146,25871,455,4540,118,2456,21289,0.4424,34875,01,117
848,2015, Alabama,Talladega County,"Talladega County, Alabama",80862,39185,41677,41.6,,,,,,,12330,0.4726,20489,01,121
849,2015, Alabama,Tuscaloosa County,"Tuscaloosa County, Alabama",203976,98030,105946,32.4,133226,63340,288,2904,275,2496,23231,0.4686,24667,01,125
850,2015, Alabama,Walker County,"Walker County, Alabama",65294,31024,34270,42.1,,,,,,,11975,0.4582,19863,01,127
851,2015, Alaska,Anchorage Municipality,"Anchorage Municipality, Alaska",298695,152945,145750,32.2,188025,18385,19466,29106,5556,28570,18505,0.4525,39389,02,020
852,2015, Alaska,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",99631,54872,44759,30.5,75321,4427,6741,2886,96,9596,5679,0.3956,33553,02,090
853,2015, Alaska,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",101095,53394,47701,34.4,83939,1275,4661,1383,291,8974,6467,0.3862,28886,02,170
854,2015, Arizona,Apache County,"Apache County, Arizona",71474,35099,36375,33.8,,,,,,,6950,0.5056,12757,04,001
855,2015, Arizona,Cochise County,"Cochise County, Arizona",126427,62976,63451,42.1,106336,5812,1130,2729,194,5347,21962,0.4506,24140,04,003
856,2015, Arizona,Coconino County,"Coconino County, Arizona",139097,67799,71298,30.6,88124,1772,37506,2582,183,4232,12292,0.4830,25412,04,005
857,2015, Arizona,Maricopa County,"Maricopa County, Arizona",4167947,2059938,2108009,36.1,3257173,228439,80471,166727,8245,134036,426667,0.4716,28893,04,013
858,2015, Arizona,Mohave County,"Mohave County, Arizona",204737,102701,102036,50.1,184801,2453,5760,2743,130,4203,43921,0.4286,22926,04,015
859,2015, Arizona,Navajo County,"Navajo County, Arizona",108277,54361,53916,36.2,51800,1107,47730,674,0,2685,12754,0.4682,16826,04,017
860,2015, Arizona,Pima County,"Pima County, Arizona",1010025,495866,514159,38.4,776470,36666,37188,29545,1374,38470,137798,0.4707,26164,04,019
861,2015, Arizona,Pinal County,"Pinal County, Arizona",406584,211383,195201,38.5,314363,17831,21601,6433,587,16660,52595,0.4276,21032,04,021
862,2015, Arizona,Yavapai County,"Yavapai County, Arizona",222255,108627,113628,52.3,204325,1082,3586,2243,297,6814,48563,0.4294,26650,04,025
863,2015, Arizona,Yuma County,"Yuma County, Arizona",204275,104987,99288,34.5,153529,4512,3259,2723,198,4360,26911,0.4379,19274,04,027
864,2015, Arkansas,Benton County,"Benton County, Arkansas",249672,124229,125443,35.5,219875,4698,3121,8876,1003,7680,25067,0.4622,30237,05,007
865,2015, Arkansas,Craighead County,"Craighead County, Arkansas",104354,51056,53298,34.2,82830,13170,1473,1373,0,3666,11611,0.4681,22948,05,031
866,2015, Arkansas,Faulkner County,"Faulkner County, Arkansas",121552,59843,61709,32.4,100842,13615,436,1863,0,2806,11810,0.4606,25217,05,045
867,2015, Arkansas,Garland County,"Garland County, Arkansas",97177,47143,50034,45.1,84540,7660,395,479,0,3127,17507,0.5256,24910,05,051
868,2015, Arkansas,Jefferson County,"Jefferson County, Arkansas",71565,35500,36065,38.6,,,,,,,9038,0.4805,19283,05,069
869,2015, Arkansas,Lonoke County,"Lonoke County, Arkansas",71645,35262,36383,36.1,63099,4248,603,469,260,1180,7689,0.3799,24388,05,085
870,2015, Arkansas,Pulaski County,"Pulaski County, Arkansas",392664,188069,204595,36.8,226517,143424,1543,9264,141,6574,49145,0.5146,28874,05,119
871,2015, Arkansas,Saline County,"Saline County, Arkansas",117460,56954,60506,38.2,105327,8105,497,1683,121,1599,16161,0.3935,25823,05,125
872,2015, Arkansas,Sebastian County,"Sebastian County, Arkansas",127780,63064,64716,36.9,101037,9701,1739,5331,0,4076,16952,0.4972,22840,05,131
873,2015, Arkansas,Washington County,"Washington County, Arkansas",225477,110875,114602,31.3,176924,8076,1238,5454,5059,8102,22892,0.4755,24710,05,143
874,2015, Arkansas,White County,"White County, Arkansas",79161,39004,40157,35.5,,,,,,,9865,0.4775,22233,05,145
875,2015, California,Alameda County,"Alameda County, California",1638215,803485,834730,37.4,701135,180957,10588,474507,14524,98946,138774,0.4630,39413,06,001
876,2015, California,Butte County,"Butte County, California",225411,111540,113871,37.2,186531,2581,3154,10559,331,13015,29996,0.4666,23867,06,007
877,2015, California,Contra Costa County,"Contra Costa County, California",1126745,550107,576638,39.5,639657,100354,6112,182666,6127,67505,113671,0.4709,40955,06,013
878,2015, California,El Dorado County,"El Dorado County, California",184452,92422,92030,45.4,162276,1472,1608,7301,199,7795,25658,0.4450,38082,06,017
879,2015, California,Fresno County,"Fresno County, California",974861,487055,487806,31.8,630159,46705,9346,99606,1950,33654,79964,0.4711,21079,06,019
880,2015, California,Humboldt County,"Humboldt County, California",135727,67375,68352,37.4,108203,1712,6951,4475,97,7233,18692,0.4833,24232,06,023
881,2015, California,Imperial County,"Imperial County, California",180191,91836,88355,32.6,126599,5113,2557,3377,104,6379,16863,0.4621,15757,06,025
882,2015, California,Kern County,"Kern County, California",882176,452437,429739,31.4,684691,50286,7248,40891,2185,26997,68548,0.4609,21775,06,029
883,2015, California,Kings County,"Kings County, California",150965,83916,67049,31.8,99811,9167,2316,7163,754,5280,10493,0.4678,20377,06,031
884,2015, California,Lake County,"Lake County, California",64591,33045,31546,44.9,50558,1005,2395,483,230,2289,11289,0.4417,21486,06,033
885,2015, California,Los Angeles County,"Los Angeles County, California",10170292,5009327,5160965,36.1,5285352,836460,71427,1471602,29126,366011,817411,0.4992,29403,06,037
886,2015, California,Madera County,"Madera County, California",154998,74284,80714,34.3,126455,4938,1446,2886,126,5956,14496,0.4552,20890,06,039
887,2015, California,Marin County,"Marin County, California",261221,126827,134394,46.1,202246,6976,961,15065,1062,12036,37717,0.5315,65742,06,041
888,2015, California,Mendocino County,"Mendocino County, California",87649,44158,43491,43.1,74078,453,4243,2373,159,4555,14303,0.4715,24247,06,045
889,2015, California,Merced County,"Merced County, California",268455,135493,132962,30.6,154331,8873,1519,19689,660,12901,20892,0.4763,18659,06,047
890,2015, California,Monterey County,"Monterey County, California",433898,220347,213551,34.0,287032,10672,3036,24390,2048,20074,35996,0.4704,26495,06,053
891,2015, California,Napa County,"Napa County, California",142456,70773,71683,40.1,97452,2941,1115,12061,294,3751,17277,0.5005,41002,06,055
892,2015, California,Nevada County,"Nevada County, California",98877,48034,50843,50.0,90475,660,2498,1448,82,2241,17563,0.4494,31077,06,057
893,2015, California,Orange County,"Orange County, California",3169776,1566017,1603759,37.8,1982432,53969,14049,622001,10388,114285,270782,0.4703,35651,06,059
894,2015, California,Placer County,"Placer County, California",375391,183496,191895,41.8,307761,7119,1442,26067,800,19328,48059,0.4410,37090,06,061
895,2015, California,Riverside County,"Riverside County, California",2361026,1174625,1186401,35.1,1485957,148768,18900,149939,6616,100043,231401,0.4492,24739,06,065
896,2015, California,Sacramento County,"Sacramento County, California",1501335,734146,767189,36.0,897925,147797,8889,233519,16679,102143,143628,0.4558,28115,06,067
897,2015, California,San Bernardino County,"San Bernardino County, California",2128133,1059374,1068759,33.0,1303554,177777,15455,149602,6867,96446,168660,0.4445,21619,06,071
898,2015, California,San Diego County,"San Diego County, California",3299521,1657609,1641912,35.5,2335380,168575,17356,387324,14434,157660,286959,0.4589,32227,06,073
899,2015, California,San Francisco County,"San Francisco County, California",864816,439752,425064,38.3,409361,44843,2945,301034,3769,38409,81060,0.5208,57917,06,075
900,2015, California,San Joaquin County,"San Joaquin County, California",726106,361548,364558,34.1,418597,48452,3606,110506,2624,75148,63525,0.4520,23046,06,077
901,2015, California,San Luis Obispo County,"San Luis Obispo County, California",281401,142412,138989,38.7,237929,5614,2132,10000,569,9051,37392,0.4658,33301,06,079
902,2015, California,San Mateo County,"San Mateo County, California",765135,376653,388482,39.8,389719,18283,2314,213204,10614,37515,72122,0.4859,50433,06,081
903,2015, California,Santa Barbara County,"Santa Barbara County, California",444769,222959,221810,34.0,350900,9359,3294,25156,564,16803,42716,0.4811,31311,06,083
904,2015, California,Santa Clara County,"Santa Clara County, California",1918044,965615,952429,37.2,869075,47419,8435,667182,9210,90414,147518,0.4629,46631,06,085
905,2015, California,Santa Cruz County,"Santa Cruz County, California",274146,135904,138242,36.9,210341,2288,1985,12048,268,12929,29337,0.4833,32374,06,087
906,2015, California,Shasta County,"Shasta County, California",179533,87843,91690,43.0,155875,2539,4791,6066,34,7657,28288,0.4584,25323,06,089
907,2015, California,Solano County,"Solano County, California",436092,216242,219850,37.6,233286,61550,2367,67196,3673,30331,45342,0.4250,29672,06,095
908,2015, California,Sonoma County,"Sonoma County, California",502146,245658,256488,41.2,384475,7678,4403,19128,1061,32574,63981,0.4657,36254,06,097
909,2015, California,Stanislaus County,"Stanislaus County, California",538388,267076,271312,34.0,407401,14771,3860,30326,4218,22218,50611,0.4485,23066,06,099
910,2015, California,Sutter County,"Sutter County, California",96463,48053,48410,35.4,67966,1053,939,15125,362,6979,10823,0.4501,23602,06,101
911,2015, California,Tulare County,"Tulare County, California",459863,230113,229750,30.6,360593,6744,5240,16117,828,13353,38694,0.4772,18625,06,107
912,2015, California,Ventura County,"Ventura County, California",850536,420414,430122,37.5,686076,14338,8213,62400,2044,34145,80784,0.4404,34226,06,111
913,2015, California,Yolo County,"Yolo County, California",213016,103323,109693,31.3,140351,5669,809,29518,606,11273,18191,0.4815,29865,06,113
914,2015, California,Yuba County,"Yuba County, California",74492,39174,35318,32.3,52039,2375,504,5994,164,6248,8779,0.4363,22925,06,115
915,2015, Colorado,Adams County,"Adams County, Colorado",491337,247181,244156,33.4,409072,15769,6146,18115,533,16338,35429,0.4079,26587,08,001
916,2015, Colorado,Arapahoe County,"Arapahoe County, Colorado",631096,310344,320752,36.4,452681,64427,3056,34741,1413,33072,51070,0.4633,36236,08,005
917,2015, Colorado,Boulder County,"Boulder County, Colorado",319372,161239,158133,36.0,286798,2038,1203,14486,92,10267,27561,0.4857,41012,08,013
918,2015, Colorado,Broomfield County,"Broomfield County, Colorado",65065,31755,33310,36.8,56289,564,43,4476,0,2052,5683,0.4167,42437,08,014
919,2015, Colorado,Denver County,"Denver County, Colorado",682545,341137,341408,34.1,526428,64692,6897,23327,474,24096,57776,0.4927,36792,08,031
920,2015, Colorado,Douglas County,"Douglas County, Colorado",322387,159954,162433,38.4,287318,4276,1105,13399,833,9781,25168,0.3975,47960,08,035
921,2015, Colorado,El Paso County,"El Paso County, Colorado",674471,340906,333565,33.8,533295,45088,3949,19828,2813,35417,62321,0.4331,29618,08,041
922,2015, Colorado,Jefferson County,"Jefferson County, Colorado",565524,281475,284049,40.4,511780,6755,3493,15012,210,18194,59835,0.4422,38802,08,059
923,2015, Colorado,Larimer County,"Larimer County, Colorado",333577,166499,167078,35.6,306923,3553,1448,6946,391,10234,33550,0.4469,32861,08,069
924,2015, Colorado,Mesa County,"Mesa County, Colorado",148513,72777,75736,37.9,140608,1338,294,739,1178,3481,20190,0.4448,27270,08,077
925,2015, Colorado,Pueblo County,"Pueblo County, Colorado",163591,81450,82141,38.9,128052,3707,7643,1905,0,6939,21667,0.4748,22590,08,101
926,2015, Colorado,Weld County,"Weld County, Colorado",285174,143933,141241,34.0,260541,2742,3076,4172,61,8018,23801,0.3993,28322,08,123
927,2015, Connecticut,Fairfield County,"Fairfield County, Connecticut",948053,461820,486233,40.0,698939,110503,1120,48626,405,32134,92818,0.5404,50104,09,001
928,2015, Connecticut,Hartford County,"Hartford County, Connecticut",895841,435000,460841,40.3,643989,124104,2820,43178,0,28463,105049,0.4684,36610,09,003
929,2015, Connecticut,Litchfield County,"Litchfield County, Connecticut",183603,90606,92997,47.0,171527,2936,373,3548,68,3482,25295,0.4678,39823,09,005
930,2015, Connecticut,Middlesex County,"Middlesex County, Connecticut",164063,80030,84033,44.9,145227,8151,0,4775,0,3865,20963,0.4271,41165,09,007
931,2015, Connecticut,New Haven County,"New Haven County, Connecticut",859470,414789,444681,40.0,633320,112785,1794,36649,0,23130,102100,0.4617,33148,09,009
932,2015, Connecticut,New London County,"New London County, Connecticut",271863,136633,135230,40.8,217247,15220,1471,10957,0,17031,33215,0.4446,34769,09,011
933,2015, Connecticut,Tolland County,"Tolland County, Connecticut",151420,75842,75578,37.6,133224,4918,93,7032,0,3266,17080,0.4376,38205,09,013
934,2015, Connecticut,Windham County,"Windham County, Connecticut",116573,57343,59230,39.7,104470,1954,1222,1484,46,5233,13650,0.3897,30017,09,015
935,2015, Delaware,Kent County,"Kent County, Delaware",173533,84639,88894,37.1,115814,43223,876,3441,174,6598,21555,0.4375,26387,10,001
936,2015, Delaware,New Castle County,"New Castle County, Delaware",556779,269265,287514,37.7,361425,135042,1322,29976,160,15990,58604,0.4543,33135,10,003
937,2015, Delaware,Sussex County,"Sussex County, Delaware",215622,104304,111318,48.3,177665,25598,923,2697,0,5853,40293,0.4460,31134,10,005
938,2015, District of Columbia,District of Columbia,"District of Columbia, District of Columbia",672228,319705,352523,33.8,269143,318831,1661,25944,475,21377,51719,0.5354,50187,11,001
939,2015, Florida,Alachua County,"Alachua County, Florida",259964,125625,134339,31.1,182337,51528,1124,16280,136,7190,24211,0.5026,26581,12,001
940,2015, Florida,Bay County,"Bay County, Florida",181635,90001,91634,39.3,148553,20346,509,4365,0,6974,24651,0.4446,25843,12,005
941,2015, Florida,Brevard County,"Brevard County, Florida",568088,276981,291107,47.3,471430,57147,1984,12952,995,16701,98513,0.4471,28384,12,009
942,2015, Florida,Broward County,"Broward County, Florida",1896425,921056,975369,40.2,1162981,540465,3816,67759,988,56769,201624,0.4788,28775,12,011
943,2015, Florida,Charlotte County,"Charlotte County, Florida",173115,83902,89213,57.9,155857,9820,799,2183,0,3710,42823,0.4610,28101,12,015
944,2015, Florida,Citrus County,"Citrus County, Florida",141058,68803,72255,56.0,131809,4043,331,2301,0,2544,36180,0.4638,24645,12,017
945,2015, Florida,Clay County,"Clay County, Florida",203967,99848,104119,39.6,164663,21303,254,6792,340,7832,24756,0.4058,25820,12,019
946,2015, Florida,Collier County,"Collier County, Florida",357305,175309,181996,49.8,319302,25156,725,4034,0,4897,64819,0.5259,40138,12,021
947,2015, Florida,Columbia County,"Columbia County, Florida",68348,35739,32609,39.1,52746,12512,133,832,0,1664,8565,0.4290,22352,12,023
948,2015, Florida,Duval County,"Duval County, Florida",913010,442711,470299,36.1,557785,270079,1327,42063,1121,30865,97818,0.4765,27630,12,031
949,2015, Florida,Escambia County,"Escambia County, Florida",311003,155090,155913,37.1,212859,65122,836,7825,296,19499,39617,0.4206,24707,12,033
950,2015, Florida,Flagler County,"Flagler County, Florida",105392,50180,55212,50.0,86837,11378,325,2360,0,2296,20944,0.4312,25264,12,035
951,2015, Florida,Hernando County,"Hernando County, Florida",178439,85393,93046,49.6,158976,9660,160,2204,121,4259,38117,0.4243,23386,12,053
952,2015, Florida,Highlands County,"Highlands County, Florida",99491,48636,50855,52.7,78734,9886,142,1163,0,2064,22232,0.5118,23991,12,055
953,2015, Florida,Hillsborough County,"Hillsborough County, Florida",1349050,657653,691397,36.8,945613,223120,3641,52592,875,44991,138881,0.4737,28050,12,057
954,2015, Florida,Indian River County,"Indian River County, Florida",147919,69705,78214,52.3,129463,13365,6,1862,0,2574,29264,0.5246,32694,12,061
955,2015, Florida,Lake County,"Lake County, Florida",325875,157517,168358,46.5,273431,32429,1166,5719,0,7869,61763,0.4086,24515,12,069
956,2015, Florida,Lee County,"Lee County, Florida",701982,342788,359194,47.5,600765,61326,462,11120,280,13831,124570,0.4776,28494,12,071
957,2015, Florida,Leon County,"Leon County, Florida",286272,135665,150607,30.4,177414,88471,673,9430,101,8006,28544,0.4889,26004,12,073
958,2015, Florida,Manatee County,"Manatee County, Florida",363369,175962,187407,47.2,313730,33227,174,7645,56,5696,61953,0.4585,27436,12,081
959,2015, Florida,Marion County,"Marion County, Florida",343254,165601,177653,48.8,281114,45593,494,5893,326,6346,67737,0.4422,21487,12,083
960,2015, Florida,Martin County,"Martin County, Florida",156283,76619,79664,51.4,137868,9010,595,2413,0,1344,32145,0.5060,34758,12,085
961,2015, Florida,Miami-Dade County,"Miami-Dade County, Florida",2693117,1305293,1387824,39.8,2032881,495903,1741,42970,310,40246,252014,0.5402,24660,12,086
962,2015, Florida,Monroe County,"Monroe County, Florida",77482,40676,36806,46.7,69180,5711,110,521,0,1637,11840,0.5050,39144,12,087
963,2015, Florida,Nassau County,"Nassau County, Florida",78444,38819,39625,43.8,,,,,,,11983,0.4645,28916,12,089
964,2015, Florida,Okaloosa County,"Okaloosa County, Florida",198664,101303,97361,36.6,158059,21964,307,5259,0,7795,24136,0.4268,28796,12,091
965,2015, Florida,Orange County,"Orange County, Florida",1288126,632151,655975,34.7,829874,263369,2783,68409,1617,36917,105221,0.4841,26879,12,095
966,2015, Florida,Osceola County,"Osceola County, Florida",323993,158933,165060,36.1,234791,36530,1274,8414,340,12336,31779,0.4469,19950,12,097
967,2015, Florida,Palm Beach County,"Palm Beach County, Florida",1422789,687852,734937,44.5,1052547,259040,2400,36883,339,30143,220232,0.5172,35447,12,099
968,2015, Florida,Pasco County,"Pasco County, Florida",497909,241436,256473,44.7,438341,27792,2548,12256,405,10838,80400,0.4490,25399,12,101
969,2015, Florida,Pinellas County,"Pinellas County, Florida",949827,455387,494440,47.6,781900,97404,2801,32986,871,25328,158901,0.4937,31222,12,103
970,2015, Florida,Polk County,"Polk County, Florida",650092,318741,331351,40.1,510686,98182,1953,11084,267,15825,94911,0.4325,21494,12,105
971,2015, Florida,Putnam County,"Putnam County, Florida",72023,36300,35723,44.6,57777,12485,130,369,0,936,14275,0.4787,18041,12,107
972,2015, Florida,St. Johns County,"St. Johns County, Florida",226640,110640,116000,43.3,199165,13284,947,7032,0,4552,27194,0.4949,39745,12,109
973,2015, Florida,St. Lucie County,"St. Lucie County, Florida",298563,142613,155950,44.4,219571,57621,1797,6434,0,6552,49007,0.4492,23395,12,111
974,2015, Florida,Santa Rosa County,"Santa Rosa County, Florida",167040,85690,81350,40.2,141407,8081,601,3159,271,9444,20532,0.4218,28243,12,113
